tradeID,market,type,category,price,amount,total,fee,date
160502021,BTC_ETH,Buy,margin,0.09689241,3.5E-07,3E-08,0.0025,2017-06-09 19:31:58
162772011,BTC_DASH,Sell,margin,0.05877286,3.4E-07,1E-08,0.0025,2017-06-11 11:48:46
162772012,BTC_ETH,Buy,margin,0.11899999,3E-08,0,0.0025,2017-06-11 11:48:46
163232144,BTC_DASH,Sell,margin,0.06539999,4.5E-07,2E-08,0.0025,2017-06-11 19:33:45
163232145,BTC_ETH,Buy,margin,0.11795457,2.9E-07,3E-08,0.0025,2017-06-11 19:33:45
165329363,BTC_DASH,Sell,margin,0.06559884,3E-07,1E-08,0.0025,2017-06-13 11:49:56
165329364,BTC_ETH,Buy,margin,0.13788619,5E-08,0,0.0025,2017-06-13 11:49:56
165691058,BTC_DASH,Sell,margin,0.06682334,4.4E-07,2E-08,0.0025,2017-06-13 19:35:21
165691059,BTC_ETH,Buy,margin,0.14300004,2.1E-07,3E-08,0.0025,2017-06-13 19:35:21
167833217,BTC_DASH,Sell,margin,0.06520003,6.1E-07,3E-08,0.0025,2017-06-15 19:36:32
167833218,BTC_ETH,Buy,margin,0.137,2.9E-07,3E-08,0.0025,2017-06-15 19:36:32
169694047,BTC_DASH,Sell,margin,0.06749995,4.4E-07,2E-08,0.0025,2017-06-17 19:36:56
169694048,BTC_ETH,Buy,margin,0.1385147,2.1E-07,2E-08,0.0025,2017-06-17 19:36:56
171603350,BTC_DASH,Sell,margin,0.07619159,3.9E-07,2E-08,0.0025,2017-06-19 19:37:52
171603351,BTC_ETH,Buy,margin,0.13926249,1.7E-07,2E-08,0.0025,2017-06-19 19:37:52
173773032,BTC_DASH,Sell,margin,0.07050001,5.6E-07,3E-08,0.0025,2017-06-21 19:39:37
173773033,BTC_ETH,Buy,margin,0.11689998,2.7E-07,3E-08,0.0025,2017-06-21 19:39:37
175412418,BTC_DASH,Sell,margin,0.0688647,5.8E-07,3E-08,0.0025,2017-06-23 19:41:00
175412419,BTC_ETH,Buy,margin,0.12008367,2.9E-07,3E-08,0.0025,2017-06-23 19:41:00
176867076,BTC_DASH,Sell,margin,0.06740002,4.4E-07,2E-08,0.0025,2017-06-25 19:42:31
176867077,BTC_ETH,Buy,margin,0.11176563,2.1E-07,2E-08,0.0025,2017-06-25 19:42:31
179193875,BTC_DASH,Sell,margin,0.06677876,4.4E-07,2E-08,0.0025,2017-06-27 19:43:48
179193876,BTC_ETH,Buy,margin,0.10482534,2.1E-07,2E-08,0.0025,2017-06-27 19:43:48
180799009,BTC_DASH,Sell,margin,0.06880013,4.3E-07,2E-08,0.0025,2017-06-29 19:45:48
180799010,BTC_ETH,Buy,margin,0.11834,2.1E-07,2E-08,0.0025,2017-06-29 19:45:48
182115585,BTC_DASH,Sell,margin,0.06955671,5.7E-07,3E-08,0.0025,2017-07-01 19:46:20
182115586,BTC_ETH,Buy,margin,0.10673998,2.9E-07,3E-08,0.0025,2017-07-01 19:46:20
183359820,BTC_DASH,Sell,margin,0.07015812,5.7E-07,3E-08,0.0025,2017-07-03 19:47:47
183359821,BTC_ETH,Buy,margin,0.10999997,2.9E-07,3E-08,0.0025,2017-07-03 19:47:47
184715736,BTC_DASH,Sell,margin,0.07781771,3.8E-07,2E-08,0.0025,2017-07-05 19:48:24
184715737,BTC_ETH,Buy,margin,0.10248661,2.1E-07,2E-08,0.0025,2017-07-05 19:48:24
185896476,BTC_DASH,Sell,margin,0.07845909,2.5E-07,1E-08,0.0025,2017-07-07 19:49:24
185896477,BTC_ETH,Buy,margin,0.09786539,1.5E-07,1E-08,0.0025,2017-07-07 19:49:24
186961569,BTC_DASH,Sell,margin,0.07872164,3.8E-07,2E-08,0.0025,2017-07-09 19:51:06
186961570,BTC_ETH,Buy,margin,0.09529999,2.1E-07,2E-08,0.0025,2017-07-09 19:51:06
188576859,BTC_DASH,Sell,margin,0.06915915,2.8E-07,1E-08,0.0025,2017-07-11 19:52:03
188576860,BTC_ETH,Buy,margin,0.07999999,1.5E-07,1E-08,0.0025,2017-07-11 19:52:03
190052540,BTC_DASH,Sell,margin,0.07310449,8.2E-07,5E-08,0.0025,2017-07-13 11:51:44
190052541,BTC_ETH,Buy,margin,0.0883,6.1E-07,5E-08,0.0025,2017-07-13 11:51:45
190301344,BTC_DASH,Sell,margin,0.0715856,2.7E-07,1E-08,0.0025,2017-07-13 19:53:58
190301345,BTC_ETH,Buy,margin,0.08457501,2.1E-07,1E-08,0.0025,2017-07-13 19:53:58
191276457,BTC_DASH,Sell,margin,0.07176802,2.7E-07,1E-08,0.0025,2017-07-15 11:52:25
191276458,BTC_ETH,Buy,margin,0.08990001,1E-08,0,0.0025,2017-07-15 11:52:26
191497575,BTC_ETH,Buy,margin,0.08699912,2.1E-07,1E-08,0.0025,2017-07-15 19:55:14
192689736,BTC_DASH,Sell,margin,0.07059497,2.8E-07,1E-08,0.0025,2017-07-17 11:54:11
192689737,BTC_ETH,Buy,margin,0.08290533,3E-08,0,0.0025,2017-07-17 11:54:11
192927055,BTC_ETH,Buy,margin,0.08213909,7E-08,0,0.0025,2017-07-17 19:57:02
194292162,BTC_ETH,Buy,margin,0.09764259,5E-08,0,0.0025,2017-07-19 11:54:43
194570718,BTC_ETH,Buy,margin,0.08809999,1.5E-07,1E-08,0.0025,2017-07-19 20:03:09
195967915,BTC_DASH,Sell,margin,0.0717,2.7E-07,1E-08,0.0025,2017-07-21 11:57:27
195967916,BTC_ETH,Buy,margin,0.081846,5E-08,0,0.0025,2017-07-21 11:57:27
196184340,BTC_ETH,Buy,margin,0.08258734,2.1E-07,1E-08,0.0025,2017-07-21 20:04:55
197324657,BTC_DASH,Sell,margin,0.06987051,2.8E-07,1E-08,0.0025,2017-07-23 11:57:40
197324658,BTC_ETH,Buy,margin,0.08180014,3E-08,0,0.0025,2017-07-23 11:57:40
197529373,BTC_ETH,Buy,margin,0.08364857,1.5E-07,1E-08,0.0025,2017-07-23 20:10:21
198570607,BTC_DASH,Sell,margin,0.07485913,2.6E-07,1E-08,0.0025,2017-07-25 11:58:20
198570608,BTC_ETH,Buy,margin,0.08009998,5E-08,0,0.0025,2017-07-25 11:58:20
198832739,BTC_ETH,Buy,margin,0.0804408,2.1E-07,1E-08,0.0025,2017-07-25 20:12:09
199613697,BTC_DASH,Sell,margin,0.07628,2.6E-07,1E-08,0.0025,2017-07-27 11:58:58
199613698,BTC_ETH,Buy,margin,0.0794079,3E-08,0,0.0025,2017-07-27 11:58:58
199744653,BTC_ETH,Buy,margin,0.07782111,2.1E-07,1E-08,0.0025,2017-07-27 20:13:54
200678047,BTC_DASH,Sell,margin,0.06439017,3.1E-07,1E-08,0.0025,2017-07-29 12:00:27
200678048,BTC_ETH,Buy,margin,0.06820069,5E-08,0,0.0025,2017-07-29 12:00:28
200861824,BTC_ETH,Buy,margin,0.07119999,2.1E-07,1E-08,0.0025,2017-07-29 20:14:03
201536950,BTC_DASH,Sell,margin,0.06150179,3.2E-07,1E-08,0.0025,2017-07-31 12:00:49
201536951,BTC_ETH,Buy,margin,0.06881731,3E-08,0,0.0025,2017-07-31 12:00:49
201740471,BTC_ETH,Buy,margin,0.06908241,2.1E-07,1E-08,0.0025,2017-07-31 20:14:55
202793664,BTC_DASH,Sell,margin,0.06644842,3E-07,1E-08,0.0025,2017-08-02 12:02:54
202793665,BTC_ETH,Buy,margin,0.0804,1E-08,0,0.0025,2017-08-02 12:02:54
202975967,BTC_ETH,Buy,margin,0.08170598,1.5E-07,1E-08,0.0025,2017-08-02 21:28:46
203516985,BTC_DASH,Sell,margin,0.06659287,3E-07,1E-08,0.0025,2017-08-04 12:06:45
203516986,BTC_ETH,Buy,margin,0.07827448,3E-08,0,0.0025,2017-08-04 12:06:45
203660116,BTC_ETH,Buy,margin,0.07790001,1.5E-07,1E-08,0.0025,2017-08-04 21:30:06
204465342,BTC_DASH,Sell,margin,0.06001073,3.3E-07,1E-08,0.0025,2017-08-06 12:08:18
204465343,BTC_ETH,Buy,margin,0.080863,5E-08,0,0.0025,2017-08-06 12:08:20
204670372,BTC_ETH,Buy,margin,0.08248709,1.5E-07,1E-08,0.0025,2017-08-06 21:31:19
205444545,BTC_DASH,Sell,margin,0.05692966,3.5E-07,1E-08,0.0025,2017-08-08 12:09:57
205444546,BTC_ETH,Buy,margin,0.08077271,1E-08,0,0.0025,2017-08-08 12:09:57
205716370,BTC_ETH,Buy,margin,0.08784845,1.5E-07,1E-08,0.0025,2017-08-08 21:33:22
206592846,BTC_DASH,Sell,margin,0.05945005,3.3E-07,1E-08,0.0025,2017-08-10 12:11:19
206592847,BTC_ETH,Buy,margin,0.09044789,5E-08,0,0.0025,2017-08-10 12:11:19
206820425,BTC_ETH,Buy,margin,0.08859215,2.1E-07,1E-08,0.0025,2017-08-10 21:34:10
207771865,BTC_DASH,Sell,margin,0.05475522,3.6E-07,1E-08,0.0025,2017-08-12 12:11:56
207771866,BTC_ETH,Buy,margin,0.0824,5E-08,0,0.0025,2017-08-12 12:11:57
208022063,BTC_ETH,Buy,margin,0.0806327,1.5E-07,1E-08,0.0025,2017-08-12 21:34:41
209052055,BTC_DASH,Sell,margin,0.04790002,4.1E-07,1E-08,0.0025,2017-08-14 12:12:40
209052056,BTC_ETH,Buy,margin,0.07258543,3E-08,0,0.0025,2017-08-14 12:12:40
209319264,BTC_ETH,Buy,margin,0.06949001,2.1E-07,1E-08,0.0025,2017-08-14 21:35:05
210253162,BTC_DASH,Sell,margin,0.05281074,3.7E-07,1E-08,0.0025,2017-08-16 12:13:18
210253163,BTC_ETH,Buy,margin,0.07272507,5E-08,0,0.0025,2017-08-16 12:13:18
210468661,BTC_ETH,Buy,margin,0.06915899,2.1E-07,1E-08,0.0025,2017-08-16 21:36:27
211387906,BTC_DASH,Sell,margin,0.05451595,3.6E-07,1E-08,0.0025,2017-08-18 12:14:31
211387907,BTC_ETH,Buy,margin,0.07057565,3E-08,0,0.0025,2017-08-18 12:14:31
211706606,BTC_ETH,Buy,margin,0.07235292,2.1E-07,1E-08,0.0025,2017-08-18 21:37:42
213065324,BTC_DASH,Sell,margin,0.07325009,2.7E-07,1E-08,0.0025,2017-08-20 12:15:38
213065325,BTC_ETH,Buy,margin,0.07205226,3E-08,0,0.0025,2017-08-20 12:15:38
213365433,BTC_ETH,Buy,margin,0.07179998,1.3E-07,0,0.0025,2017-08-20 21:38:54
214931028,BTC_ETH,Buy,margin,0.079,5E-08,0,0.0025,2017-08-22 12:17:12
215327310,BTC_ETH,Buy,margin,0.0765866,7E-08,0,0.0025,2017-08-22 21:40:25
216748455,BTC_ETH,Buy,margin,0.07855,1E-08,0,0.0025,2017-08-24 12:17:45
217128475,BTC_ETH,Buy,margin,0.07620608,1.5E-07,1E-08,0.0025,2017-08-24 21:40:57
218244548,BTC_DASH,Sell,margin,0.08085537,2.4E-07,1E-08,0.0025,2017-08-26 12:18:33
218244549,BTC_ETH,Buy,margin,0.07666,1E-08,0,0.0025,2017-08-26 12:18:33
218568840,BTC_ETH,Buy,margin,0.07659641,7E-08,0,0.0025,2017-08-26 21:42:32
219708257,BTC_ETH,Buy,margin,0.0790591,1E-08,0,0.0025,2017-08-28 12:20:04
220103497,BTC_ETH,Buy,margin,0.07931841,7E-08,0,0.0025,2017-08-28 21:42:40
221250292,BTC_ETH,Buy,margin,0.08318,1E-08,0,0.0025,2017-08-30 12:21:30
221523807,BTC_ETH,Buy,margin,0.083849,7E-08,0,0.0025,2017-08-30 21:42:56
222612503,BTC_ETH,Buy,margin,0.0816193,1E-08,0,0.0025,2017-09-01 12:22:39
223041732,BTC_ETH,Buy,margin,0.08039355,7E-08,0,0.0025,2017-09-01 21:44:14
224343143,BTC_ETH,Buy,margin,0.07519998,1E-08,0,0.0025,2017-09-03 12:23:49
224585287,BTC_ETH,Buy,margin,0.07606186,7E-08,0,0.0025,2017-09-03 21:47:04
225971136,BTC_ETH,Buy,margin,0.07116663,1E-08,0,0.0025,2017-09-05 12:24:53
226233099,BTC_ETH,Buy,margin,0.07119872,7E-08,0,0.0025,2017-09-05 21:49:52
227175067,BTC_ETH,Buy,margin,0.0718,1E-08,0,0.0025,2017-09-07 12:25:02
227385947,BTC_ETH,Buy,margin,0.07265266,7E-08,0,0.0025,2017-09-07 21:50:31
228301893,BTC_ETH,Buy,margin,0.07036409,1E-08,0,0.0025,2017-09-09 12:26:02
228444186,BTC_ETH,Buy,margin,0.07035188,7E-08,0,0.0025,2017-09-09 21:51:12
229218871,BTC_ETH,Buy,margin,0.07025907,1E-08,0,0.0025,2017-09-11 12:26:51
229398147,BTC_ETH,Buy,margin,0.07055729,7E-08,0,0.0025,2017-09-11 21:52:39
230298467,BTC_ETH,Buy,margin,0.06869995,1E-08,0,0.0025,2017-09-13 12:28:29
230531080,BTC_ETH,Buy,margin,0.07017949,7E-08,0,0.0025,2017-09-13 21:53:08
231806499,BTC_ETH,Buy,margin,0.06847495,3E-08,0,0.0025,2017-09-15 12:29:54
232244813,BTC_ETH,Buy,margin,0.06984499,7E-08,0,0.0025,2017-09-15 21:53:32
232918360,BTC_ETH,Buy,margin,0.0685802,1E-08,0,0.0025,2017-09-17 12:31:03
233066585,BTC_ETH,Buy,margin,0.06965808,7E-08,0,0.0025,2017-09-17 21:54:15
233832229,BTC_ETH,Buy,margin,0.07236923,1E-08,0,0.0025,2017-09-19 12:31:41
234028954,BTC_ETH,Buy,margin,0.07219079,7E-08,0,0.0025,2017-09-19 21:55:42
234632938,BTC_ETH,Buy,margin,0.07348006,1E-08,0,0.0025,2017-09-21 12:32:10
234856594,BTC_ETH,Buy,margin,0.07156003,7E-08,0,0.0025,2017-09-21 21:57:05
235435491,BTC_ETH,Buy,margin,0.07405677,1E-08,0,0.0025,2017-09-23 12:34:05
235559545,BTC_ETH,Buy,margin,0.07531559,7E-08,0,0.0025,2017-09-23 21:57:29
235981878,BTC_ETH,Buy,margin,0.076536,1E-08,0,0.0025,2017-09-25 12:35:08
236144986,BTC_ETH,Buy,margin,0.07532999,7E-08,0,0.0025,2017-09-25 21:58:35
236692240,BTC_ETH,Buy,margin,0.07263113,1E-08,0,0.0025,2017-09-27 12:38:07
236881463,BTC_ETH,Buy,margin,0.07418597,7E-08,0,0.0025,2017-09-27 21:59:27
237633580,BTC_ETH,Buy,margin,0.07088995,1E-08,0,0.0025,2017-09-29 12:39:40
237753919,BTC_ETH,Buy,margin,0.07010025,7E-08,0,0.0025,2017-09-29 21:59:55
238190861,BTC_ETH,Buy,margin,0.06939288,1E-08,0,0.0025,2017-10-01 12:40:49
238311108,BTC_ETH,Buy,margin,0.06942613,7E-08,0,0.0025,2017-10-01 22:00:39
238809542,BTC_ETH,Buy,margin,0.06815994,1E-08,0,0.0025,2017-10-03 12:40:59
238935262,BTC_ETH,Buy,margin,0.06770087,7E-08,0,0.0025,2017-10-03 22:02:34
239383771,BTC_ETH,Buy,margin,0.067965,1E-08,0,0.0025,2017-10-05 12:42:17
239528043,BTC_ETH,Buy,margin,0.06815297,7E-08,0,0.0025,2017-10-05 22:04:42
240011607,BTC_ETH,Buy,margin,0.0708,1E-08,0,0.0025,2017-10-07 12:42:25
240134381,BTC_ETH,Buy,margin,0.07076211,7E-08,0,0.0025,2017-10-07 22:06:21
240699905,BTC_ETH,Buy,margin,0.066311,1E-08,0,0.0025,2017-10-09 12:42:53
240967533,BTC_ETH,Buy,margin,0.061818,7E-08,0,0.0025,2017-10-09 22:06:41
241539384,BTC_ETH,Buy,margin,0.06283254,7E-08,0,0.0025,2017-10-11 22:08:10
242533026,BTC_ETH,Buy,margin,0.06048375,7E-08,0,0.0025,2017-10-13 22:08:39
243159138,BTC_ETH,Buy,margin,0.059362,7E-08,0,0.0025,2017-10-15 22:09:16
244271602,BTC_ETH,Buy,margin,0.05633601,7E-08,0,0.0025,2017-10-17 22:10:26
245041897,BTC_ETH,Buy,margin,0.05395231,7E-08,0,0.0025,2017-10-19 22:11:30
245742165,BTC_ETH,Buy,margin,0.04974958,7E-08,0,0.0025,2017-10-21 22:12:12
246502891,BTC_ETH,Buy,margin,0.04847674,7E-08,0,0.0025,2017-10-23 22:12:34
247414879,BTC_ETH,Buy,margin,0.05226597,7E-08,0,0.0025,2017-10-25 22:13:37
248045034,BTC_ETH,Buy,margin,0.05126099,7E-08,0,0.0025,2017-10-27 22:15:05
248554160,BTC_ETH,Buy,margin,0.052642,1E-08,0,0.0025,2017-10-29 12:44:10
248797741,BTC_ETH,Buy,margin,0.04968836,7E-08,0,0.0025,2017-10-29 22:16:52
249464489,BTC_ETH,Buy,margin,0.04949975,1E-08,0,0.0025,2017-10-31 12:44:35
249705638,BTC_ETH,Buy,margin,0.04759097,7E-08,0,0.0025,2017-10-31 22:17:31
250937244,BTC_ETH,Buy,margin,0.040783,1E-08,0,0.0025,2017-11-02 12:49:31
251192259,BTC_ETH,Buy,margin,0.04021884,7E-08,0,0.0025,2017-11-02 22:17:40
252178073,BTC_ETH,Buy,margin,0.042195,1E-08,0,0.0025,2017-11-04 12:50:12
252360934,BTC_ETH,Buy,margin,0.04025898,7E-08,0,0.0025,2017-11-04 22:19:49
253147357,BTC_ETH,Buy,margin,0.040959,1E-08,0,0.0025,2017-11-06 12:51:38
253439858,BTC_ETH,Buy,margin,0.04176294,7E-08,0,0.0025,2017-11-06 22:20:31
254324299,BTC_ETH,Buy,margin,0.03993,1E-08,0,0.0025,2017-11-08 12:52:48
255925909,BTC_ETH,Buy,margin,0.04560097,1E-08,0,0.0025,2017-11-10 12:54:29
258224142,BTC_ETH,Buy,margin,0.04833596,1E-08,0,0.0025,2017-11-12 12:56:09
260399912,BTC_ETH,Buy,margin,0.050299,1E-08,0,0.0025,2017-11-14 12:56:52
261851768,BTC_ETH,Buy,margin,0.04421188,1E-08,0,0.0025,2017-11-16 12:58:28
263478934,BTC_ETH,Buy,margin,0.04344493,1E-08,0,0.0025,2017-11-18 12:58:53
264818044,BTC_ETH,Buy,margin,0.04399493,1E-08,0,0.0025,2017-11-20 12:59:54
266364653,BTC_ETH,Buy,margin,0.0443,1E-08,0,0.0025,2017-11-22 13:00:35
268215110,BTC_ETH,Buy,margin,0.05274129,1E-08,0,0.0025,2017-11-24 13:01:48
270016928,BTC_ETH,Buy,margin,0.0516,1E-08,0,0.0025,2017-11-26 13:02:10
271938201,BTC_ETH,Buy,margin,0.0466242,1E-08,0,0.0025,2017-11-28 13:03:16
274319840,BTC_ETH,Buy,margin,0.04355597,1E-08,0,0.0025,2017-11-30 13:03:39
275894669,BTC_ETH,Buy,margin,0.04174144,1E-08,0,0.0025,2017-12-02 13:04:46
277542959,BTC_ETH,Buy,margin,0.04072027,1E-08,0,0.0025,2017-12-04 13:04:56
279355730,BTC_ETH,Buy,margin,0.034378,1E-08,0,0.0025,2017-12-06 13:05:13
281966903,BTC_ETH,Buy,margin,0.0301036,1E-08,0,0.0025,2017-12-08 13:05:20
283949934,BTC_ETH,Buy,margin,0.03129951,1E-08,0,0.0025,2017-12-10 13:06:36
285813065,BTC_ETH,Buy,margin,0.03488116,1E-08,0,0.0025,2017-12-12 13:07:49
288920196,BTC_ETH,Buy,margin,0.04214048,1E-08,0,0.0025,2017-12-14 13:09:12
291708031,BTC_ETH,Buy,margin,0.03871477,1E-08,0,0.0025,2017-12-16 13:09:45
295850792,BTC_ETH,Buy,margin,0.0454,1E-08,0,0.0025,2017-12-19 13:10:42
299367772,BTC_ETH,Buy,margin,0.04983265,1E-08,0,0.0025,2017-12-21 13:12:11
302497419,BTC_ETH,Buy,margin,0.048022,1E-08,0,0.0025,2017-12-23 13:12:57
304651595,BTC_ETH,Buy,margin,0.05173,1E-08,0,0.0025,2017-12-25 13:14:26
311629858,BTC_ETH,Buy,margin,0.05666,1E-08,0,0.0025,2018-01-01 13:15:15
317531918,BTC_DASH,Sell,margin,0.06530246,3.06E-06,1.9E-07,0.0025,2018-01-05 22:21:36
317531919,BTC_ETH,Buy,margin,0.05662,3.61E-06,2E-07,0.0025,2018-01-05 22:21:36
319890220,BTC_DASH,Sell,margin,0.07137015,2.8E-07,1E-08,0.0025,2018-01-07 22:22:56
319890221,BTC_ETH,Buy,margin,0.06614,7E-08,0,0.0025,2018-01-07 22:22:56
322068612,BTC_ETH,Buy,margin,0.08792,7E-08,0,0.0025,2018-01-09 22:23:14
324580234,BTC_ETH,Buy,margin,0.08781277,7E-08,0,0.0025,2018-01-11 22:24:00
326274822,BTC_ETH,Buy,margin,0.0988911,7E-08,0,0.0025,2018-01-13 22:25:09
327640178,BTC_ETH,Buy,margin,0.09398682,7E-08,0,0.0025,2018-01-15 22:25:39
330150550,BTC_ETH,Buy,margin,0.0915624,7E-08,0,0.0025,2018-01-17 22:26:30
349877553,BTC_ETH,Buy,margin,0.07849345,1E-08,0,0.0025,2018-03-02 13:16:35
350458575,BTC_ETH,Buy,margin,0.07637495,1E-08,0,0.0025,2018-03-04 13:17:13
351024948,BTC_ETH,Buy,margin,0.07599236,1E-08,0,0.0025,2018-03-06 13:18:47
351814738,BTC_ETH,Buy,margin,0.07601668,1E-08,0,0.0025,2018-03-08 13:20:18
352523021,BTC_ETH,Buy,margin,0.07828224,1E-08,0,0.0025,2018-03-10 13:21:45
353064749,BTC_ETH,Buy,margin,0.07494,1E-08,0,0.0025,2018-03-12 13:22:11
353653184,BTC_ETH,Buy,margin,0.07552464,1E-08,0,0.0025,2018-03-14 13:22:51
354255591,BTC_ETH,Buy,margin,0.0728046,1E-08,0,0.0025,2018-03-16 13:25:23
354771870,BTC_ETH,Buy,margin,0.06425993,1E-08,0,0.0025,2018-03-18 13:26:28
354960546,BTC_DASH,Sell,margin,0.04720604,2.33E-06,1E-07,0.0025,2018-03-18 22:27:32
354960547,BTC_ETH,Buy,margin,0.06568888,1.81E-06,1.1E-07,0.0025,2018-03-18 22:27:32
355498006,BTC_DASH,Sell,margin,0.04700844,4.2E-07,1E-08,0.0025,2018-03-20 13:28:03
355498007,BTC_ETH,Buy,margin,0.06306,1E-08,0,0.0025,2018-03-20 13:28:03
356112951,BTC_ETH,Buy,margin,0.06199322,1E-08,0,0.0025,2018-03-22 13:29:48
356572416,BTC_ETH,Buy,margin,0.060615,1E-08,0,0.0025,2018-03-24 13:31:52
357512939,BTC_ETH,Buy,margin,0.05705,1E-08,0,0.0025,2018-03-28 13:32:01
358034252,BTC_ETH,Buy,margin,0.05649934,1E-08,0,0.0025,2018-03-30 13:33:21
358431463,BTC_ETH,Buy,margin,0.05614034,1E-08,0,0.0025,2018-04-01 13:34:54
358953121,BTC_ETH,Buy,margin,0.05483418,1E-08,0,0.0025,2018-04-03 13:35:55
359430964,BTC_ETH,Buy,margin,0.05622869,1E-08,0,0.0025,2018-04-05 13:36:21
359661573,BTC_ETH,Buy,margin,0.055665,1E-08,0,0.0025,2018-04-07 13:36:45
359903870,BTC_ETH,Buy,margin,0.05862978,1E-08,0,0.0025,2018-04-09 13:37:27
360282942,BTC_ETH,Buy,margin,0.06075,1E-08,0,0.0025,2018-04-11 13:39:15
361059351,BTC_ETH,Buy,margin,0.0639,1E-08,0,0.0025,2018-04-13 13:39:43
361637595,BTC_ETH,Buy,margin,0.06309999,1E-08,0,0.0025,2018-04-15 13:41:26
362210883,BTC_ETH,Buy,margin,0.06369935,1E-08,0,0.0025,2018-04-17 13:42:00
362913164,BTC_ETH,Buy,margin,0.06609499,1E-08,0,0.0025,2018-04-19 13:43:30
